,text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
5448,dùng tốt luôn giá rẻ ship trễ ngày,0,0,0,1,1,0,0,0,0
5449,dùng đánh_giá mở hộp hộp dán tem bên trong bóc nguyên_bản nhà sản suất,0,1,0,0,0,1,0,0,0
5450,đẹp to dài bỏ o quần cộm cấn dùng một thời_gian mới biết lâu_bền hay,0,1,0,0,0,0,0,0,1
5451,loa về nghe mới mấy loa rè bật lớn hết khoảng vài nấc mới hết loa nghe rè khó_chịu giải_quyết giúp tôi trường_hợp,1,0,0,0,0,0,0,1,0
5452,cực_kì hài_lòng chất_lượng tốt,0,0,0,0,0,0,0,0,1
5453,sản_phẩm tốt nhân_viên nói_chuyện cộc_cằn thô_lỗ góp_ý nhẹ dịch_vụ hoàn_thiện,0,0,0,0,0,0,1,0,0
5454,xài thử 3 ngày cảm_thấy tầm giá 5tr khó con _thể sánh con y11 pin trâu ngoại_hình đẹp cảm_ứng nhạy giá tiền rẻ nó đem đến nếu_như bạn nguo,1,1,1,0,1,0,0,0,0
5455,đầu_tiên mua điện_thoại online giao hàng nhanh hàng nguyên seal ấn_tượng,1,1,0,1,0,1,0,0,0
5456,phù_hợp giá,0,0,0,0,1,0,0,0,0
5457,camera phân_giải cao chụp ảnh đẹp mấy kết_nối wifi có_vẻ chập_chờn bật đồng_thời bluetooth hay rớt mạng wifi,1,0,1,0,0,0,0,0,0
5458,hài_lòng về sản_phẩm giao hàng nhanh máy nguyên seal active mã lla ảnh trông màu nhạt bên ngoài màu đậm lắm thiên hồng gold một thời_gian sử_dụng vấn_đề hài_lòng dịch_vụ,0,0,0,1,0,1,0,0,0
5459,máy ok tuỳ màn_hình anh chup đẹp bằng x đủ xài hài_lòng,0,0,0,0,0,0,0,0,0
5460,thứ 3 mua điện_thoại dịch_vụ tốt giao hàng nhanh giá ưu_đãi mua ngoài thế_giới di_động cơ_mà hỏi nhận hàng 25 12 đến nay nhận tin nhắn kích_hoạt bảo_hành điện_tử,0,0,0,1,1,0,1,0,0
5461,đẹp cứng_cáp,0,1,0,0,0,0,0,0,0
5462,đầu nhận một lỗi sim báo đổi hàng quá_trình đổi hàng lâu một_chút đt lỗi sai ở nhân_viên tư_vấn xin_lỗi suốt m ngại rate 4 đổi hàng lâu xíu điện_thoại tầm giá ổn giá niêm_yết ở store giảm thứ mua đt tin_tưởng lắm,0,0,0,0,1,0,1,0,0
5463,sản_phẩm tuyệt_vời sài oke chắc_tay,0,0,0,0,0,0,0,0,1
5464,chắc_chắn đẹp đúng mẫu giao hàng nhanh đóng_gói kĩ_càng,0,1,0,1,0,0,0,0,0
5465,ưu_điểm điện_thoại đẹp giá tốt máy_ảnh chụp ổn trong tầm giá nhược_điểm mới nhận máy chạy giật lag cập_nhật android 10 ok chức_năng tìm_kiếm trong phần cài_đặt hoạt_động ổn_định tìm hiện,1,1,1,0,1,0,0,0,0
5466,giao hàng hạn sản_phẩm ngon hỗ_trợ ổn dù sản_phẩm nhà_cung_cấp khác,0,1,0,1,0,0,1,0,0
5467,sảm phẩm tốt cảm_ơn,0,0,0,0,0,0,0,0,1
5468,chất_lượng hoàn_thiện sản_phẩm tốt chi_tiết m_đẹp chắc_chắn 3 sản_phẩm đáp_ứng dc nhu_cầu sử_dụng khác phần mô_tả sản_phẩm ở chỗ khung kẹp mở_rộng dc tối_đa 18cm 0cm thể kẹp dc ipad pro 1 9 inch hoặc surface pro 1 3 inch vốn mở_rộng tới 0cm hoặc sản_phẩm có_lẽ phù_hợp màn_hình 10 inch trở xuống vươn dài mua sản_phẩm tháo ghép,0,1,0,0,0,0,0,1,0
5469,sản_phẩm khác hình mua sử_dụng hề tiện_dụng tốt nhất phí tiền bạn ạ,0,0,0,0,0,0,0,0,1
5470,điện_thoại nói tốt trong tầm giá cam đẹp n_hình to mượt xem youtube mặc_dù hd rõ bảo_mật khuôn_mặt vân tay nhanh nói_chung đừng ngần_ngại mua,1,0,1,0,1,0,0,0,0
5471,máy tốt giá hợp_lý mọi người chọn mua nhé,0,0,0,0,1,0,0,0,0
5472,sử_dụng nhìn chất chắc_chắn hộp đẹp tốt giá tiền,0,1,0,0,0,0,0,0,0
5473,sản_phẩm hoàn_hảo ngoại_trừ hệ_điều_hành xung_đột trình_duyệt nhân chromium khiến màn_hình thường_xuyên tự_động ám vàng bạn tình_trạng disable mục dynamic color gamut chrome flags,1,0,1,0,0,0,0,0,0
5474,a great mobile phone,0,0,0,0,0,0,0,0,0
5475,máy nguyên seal dùng chậm c game nhẹ đọc báo ok tốt trong tầm giá giao hàng chậm ở nha_trang đặt đến giao 7 ngày,0,0,1,1,0,1,0,0,0
5476,giá rẻ cấu_hình ngoại_hình đẹp trong tầm giá,1,1,0,0,1,0,0,0,0
5477,ngon trong tầm giá màn_hình sáng rõ cảm_ứng ở lưng nhạy ngon cảm_ứng tích_hợp live 3 pin lâu tuỳ nhu_cầu tới 3 4 ngày tối_thiểu 5 ngày camera đủ xài nhu_cầu phổ_thông nhỉnh iphone 7 một_chút máy nặng thành vấn_đề nam_giới c mượt game phổ_biến loa thoại nhỏ đủ nghe,1,0,1,0,0,0,0,0,0
5478,cam_kết trả_góp 0 đc bảo hết suất,0,0,0,0,0,0,0,0,1
5479,mọi thứ ổn tuyệt_vời,0,0,0,0,0,0,0,0,1
5480,tốt sản_phẩm đẹp anh sipper nhiet tinh,0,1,0,1,0,0,0,0,0
5481,dùng ổn đấy n_hình fhd trông xấu với_lại cam đẹp lắm,1,1,0,0,0,0,0,0,0
5482,pin o về cắm bật phát luôn trong máy phụ hôm giờ sạc d,0,0,0,0,0,0,0,0,1
5483,tot nhan vien giao hàng vui_vẻ tks,0,0,0,1,0,0,0,0,0
5484,nói_chung quà tặng order tuyệt_vời chút hài_lòng gọi điện hỗ_trợ sản_phẩm quà tặng tất_cả nguyên seal,0,1,0,0,0,0,1,0,0
5485,điện_thoại đẹp dùng 3 ngày mọi thứ ổn trong tầm giá pin khoẻ camera thò thụt hay gọi video zalo bên kia đầu dây đánh_giá tốt lắm lướt web nhanh giao hàng sớm ok,1,0,1,1,0,0,0,0,0
5486,màu xám ánh xanh_xanh xám hẳn,0,0,0,0,0,0,0,0,1
5487,hàng xài tốt giá rẻ,0,0,0,0,1,0,0,0,0
5488,giao hàng nhanh sản_phẩm chính hãng dùng ok,0,0,0,1,0,1,0,0,0
5489,mua màu cam tặng mẹ nhìn đẹp nha đt hợp ng dùng cơ_bản nhé c game mua màn_hình máy há đẹp cam nịnh mắt cam trung_bình thôi nha mua đúng đợt sale 4990 vài ngày giảm 200 buồn,1,1,0,0,0,0,0,0,0
5490,dùng iphone 11 kẹp chặt dám kẹp luôn sợ móp điện_thoại,0,0,0,0,0,0,0,0,1
5491,rẻ đẹp nguyên seal tự active camera có_lẽ bản upadate cao tự thò thụt nhanh chậm đến_nỗi mọi người review bảo loa kém ng thực_ra dùng ổn lắm nhỏ tặng tai nghe dây chống rối camera đẹp lắm,1,1,0,0,1,1,1,1,0
5492,mua vợ_chồng máy dùng nhanh ổn_định nó to nặng đôi bàn_tay mỏng_manh yếu_đuối d,0,1,1,0,0,0,0,0,0
5493,đặt_hàng sp mầu đen mở vỏ hộp ghi mầu đen mở hộp sp mầu vàng chán luôn,0,0,0,0,0,0,1,0,0
5494,mua về đúng sản_phẩm xài gắn máy_tính bản luôn nghiêng xuốn điều_chỉnh phần,0,0,0,0,0,0,0,0,0
5495,sản_phẩm hình ngoài giao sai màu mọi thứ ok,0,0,0,0,0,0,1,0,0
5496,sản_phẩm mới full hộp nhìn đẹp hình chụp hình dc nét lắm mong_đợi ở oppo gói hành kỹ,1,1,0,1,0,0,0,0,0
5497,hàng mới nguyên seal giá tốt mua người lớn_tuổi vọc_vạch một lát phát_hiện chế_độ đơn_giản phù_hợp người lớn_tuổi giao hàng nhanh 5,0,0,0,1,1,1,0,0,0
5498,tui hk hài_lòng mạng lắc hoài sạc nóng sợ nổ bất_ngờ,1,0,0,0,0,0,0,0,0
5499,full setting mượt_mà,0,0,1,0,0,0,0,0,0
5500,máy đẹp cấu_hình ổn trong tầm giá mua gởi về quê m_quà tặng sinh_nhật cha đánh_giá chi_tiết nghĩ dùng ok giờ gia_đình dùng smartphone oppo dùng oppo reno4,1,1,0,0,1,0,0,0,0
5501,gjkgblhjkbbklfxdgj cm jdz bs m,0,0,0,0,0,0,0,0,0
5502,hi hiện_tại máy mở vui_lòng bảo_hành,0,0,0,0,0,0,0,0,1
5503,minh nhan dc hang roi nhe,0,0,0,0,0,0,0,0,0
5504,tai nghe ào,0,0,0,0,0,0,0,1,0
5505,hàng chất_lượng giao hàng nhanh,0,0,0,1,0,0,0,0,0
5506,nv nhiệt_tình vu ve hang đóng_góp chuẩn,0,0,0,1,0,0,1,0,0
5507,hàng chính hãng nguyên seal thanks alot,0,0,0,0,0,1,0,0,0
5508,tiện_lợi chac chan may loai kia nhiu,0,0,0,0,0,0,0,0,0
5509,máy mới gửi ime iểm_tra bảo_hành máy chụp hình tương_đối camera chụp đẹp camera ảo tex xem video youtobe chất_lượng hình_ảnh mờ tái rõ rực_rỡ điện_thoại cũ a5 2017 minh giờ muốn đổi trả máy nhờ tii hỗ_trợ dùm,1,0,0,0,0,0,0,0,0
5510,giao hàng nhanh gọn sản_phẩm sử_dụng tốt pin xài thời_gian dài mẫu đẹp tiện dung,1,1,0,1,0,0,0,0,0
5511,sản_phẩm ok giao hàng ninjavan chuyên_nghiệp cẩn_thận,0,0,0,1,0,0,0,0,0
5512,thẻ bảo_hành thế đt vsmart active 3 ạ,0,0,0,0,0,0,1,0,0
5513,giao hàng nhanh gói hàng kỹ máy đem về dùng tốt,0,0,0,1,0,0,0,0,0
5514,giá cứng ẹp đc,0,0,0,0,0,0,0,0,1
5515,sản_phẩm đẹp sơn tốt bong tróc phù_hợp máy_tính bảng laptop 13 inch trở xuống điểm trừ ở thiết_kế chân chống răng cài ngược dễ rớt chân chống điều_chỉnh độ nghiêng,0,0,0,0,0,0,0,0,1
5516,đặt_hàng h h nhận poco x3 nfc chính hãng digiworld phân_phối tầm giá 5tr mong_đợi camera ổn loa hay màn_hình sáng vân tay_trên nút nguồn nhạy sạc tầm tiếng đầy 00 pin dùng khoảng ngày rưỡi nhu_cầu nghe nhạc xem video thường_xuyên điện_thoại nặng_tay thích_hợp bạn nữ,1,0,0,1,0,1,0,0,0
5517,chạy mượt a10s,0,0,1,0,0,0,0,0,0
5518,máy đẹp nhẹ_tay hay mua điện_thoại thứ 3 hài_lòng,0,1,0,0,0,0,0,0,0
5519,máy_ảnh lỗi khởi_động máy pin trâu lăm nhận máy 4h chiều 64 cài_đặt máy thôi đến tối 18 đấy cày game thử,1,0,0,0,0,0,0,0,0
5520,nhận hàng đẹp máy chạy mượt cảm_giác màu hết pin giáo hàng cực nhanh nói_chung hài_lòng máy đẹp mới dùng đc ngày tốt khác,1,1,1,1,0,0,0,0,0
5521,hàng chính hãng giao nhanh nói_chung về dịch_vụ tốt về con s20 fe good tấm nền cùi dù tần_số quét 120hz mượt mong_đợi ngoài_ra vỏ nhựa cảm_giác cầm nắm sướng tay bù màu đẹp nói_chung dùng ổn tầm giá thôi ng giá hoàn_toàn _thể mua con c ngon,0,1,1,1,0,1,1,0,0
5522,máy tốt dùng ổn_định đc mã lla dùng mã vna 5,0,0,0,0,0,1,0,0,0
5523,giao hành nhanh hỗ_trợ tốt mượt,0,0,1,1,0,0,1,0,0
5524,giao nhanh kiểm_tra hang sp tốt cầm đầm tay nhân_viên giao thân_thiện,0,0,0,0,0,0,0,0,0
5525,j chê luôn wa tiyeetj vời ơi,0,0,0,0,0,0,0,0,0
5526,máy nguyên seal đầy_đủ phụ_kiện quà tặng giao hàng nhanh dự_kiến đập_hộp thôi,0,0,0,1,0,1,0,1,0
5527,sản_phẩm đẹp cám_ơn giao hàng nhanh,0,1,0,1,0,0,0,0,0
5528,sp dung hinh giao hang nhang,0,0,0,0,0,0,0,0,0
5529,mua đợt khuyến_mãi trả_góp giảm_giá khoảng 9 5tr đúng hàng chính hãng mã vn cảm_giác đập hôp sướng giao hàng khoảng 5h ủng_hộ dài_dài,0,0,0,1,0,1,0,0,0
5530,mua dịp black friday xong giá 12tr9 giá giảm 12tr4 bà_con cẩn_thận mua xong hôm nó sụp giá mạnh,0,0,0,0,0,0,0,0,1
5531,nhận hàng nhanh máy nguyên seal,0,0,0,1,0,1,0,0,0
5532,sản_phẩm trầy đế sức cảm_giác hàng sử_dụng,0,1,0,0,0,0,0,0,0
5533,giao hàng nhanh chất_lượng tốt tổng_thể hài_lòng,0,0,0,1,0,0,0,0,0
5534,bảo_hành hẳn_hoi,0,0,0,0,0,0,1,0,0
5535,thật_sự thất_vọng máy biết cơ_bản máy thế_ hay máy lỗi dùng tuần máy chạy chậm thậm_chí đến tác_vụ cơ_bản nhất điện_thoại nhắn_tin lâu khó_khăn hiển_thị pin giờ đè lỗi thật_sự hụt_hẫng máy gần tr ng đến đth nhắn_tin tốt,0,0,1,0,0,0,0,0,0
5536,hàng ok tầm tiền,0,0,0,0,1,0,0,0,0
5537,đặt_hàng màu tím giao màu cam khâu kiểm_tra sản_phẩm giao hàng vấn_đề,0,0,0,0,0,0,1,0,0
5538,nhận điện_thoại nhanh chất_lượng ban_đầu hài_lòng tuy_nhiên nhận hoá_đơn đỏ bảo_hành máy thông_báo muốn hỏi về bảo_hành hoặc gửi bổ_sung giúp hiện đơn hàng giao,0,0,0,1,0,0,1,0,0
5539,sản_phẩm sản_xuất tôi đánh_giá nói_chung ổn giá tiền thời_gian sử_dụng mới biết chất_lượng sp giao hàng nhanh sp nguyên seal biến_dạng vận_chuyển hiện_tại bán sp vsmart joy 4 giá tốt nhất khác đóng_gói cẩn_thận dịch_vụ giao hàng tốt momg vấn_đề hậu_mãi tốt,0,1,0,1,1,1,0,0,0
5540,sử_dụng tốt gắn ngang nó nặng đỡ nổi cho_dù gắn đt,0,0,0,0,0,0,0,0,1
5541,sp tot lam e se gioi thieu nhieu nguoi mua ung ho,0,0,0,0,0,0,0,0,0
5542,3 mua điện_thoại giao hàng nhanh điện_thoại nguyên trinh_tiết phẩm_hạnh tốt xứng_đáng số ngân lượng bỏ,0,0,0,1,0,0,0,0,0
5543,xạc dây đi kèm hoạt_động vui_lòng hỗ_trợ,0,0,0,0,0,0,0,0,0
5544,hài_lòng đóng_gói kỹ hình_thức mới 100 giao hàng đúng hẹn,0,0,0,1,0,0,1,0,0
5545,hài_lòng quảng_cáo tuy_nhiên chụp ảnh đợi giây chụp ảnh mới nhoè di_chuyển máy_ảnh liền hiện_tượng nhoè tốc_độ bắt ảnh xử_lý chậm điện_thoại bình_thường khác 4,1,0,1,0,0,0,0,1,0
5546,nhận ipad 209 hàng nguyên seal kích_hoạt đóng_gói cẩn_thận giao trễ dự_kiến ngày thích nhất hàng_mã lla,0,1,0,1,0,1,0,0,0
5547,máy_tính đẹp mũ 3 mùa khác máy_tính nhẹ,0,0,0,0,0,0,0,0,1
5548,sản_phẩm chính hãng nguyên seal đúng yêu_cầu tuy_nhiên một sự_cố nhỏ đặt now ship nhanh kịp tặng quà ghi giao 9h ở công_ty chờ mãi đến 9h30 đến gọi điện phản_ánh mới chịu hối_thúc shipper mãi đến 20h30 mới giao tới nghĩ tốt báo khách biết hàng không_thể giao đúng hẹn now tính phụ_phí giao nhanh không_thể thoải_mái giao trễ đơn hàng thường dù_ shipper chịu_khó giao đến tay trừ nhẹ hy_vọng cải_thiện dịch_vụ _vậy mới cân_nhắc mua gói now thân,0,1,0,1,0,1,0,0,0
5549,sản_phẩm chất_lượng mua giao hàng nhanh,0,0,0,1,0,0,0,0,0
5550,đẹp mỏng_manh ok,0,1,0,0,0,0,0,0,0
5551,_thể hài_lòng về chất_lượng sản_phẩm có_lẽ giá rẻ chất_lượng tương_xứng nó quá_ư mỏng_manh đủ chắc_chắn quay_phim hàng giao lỗi tốt nhất bạn mua tripod máy_ảnh mua kẹp điện_thoại ghép vô chắc_chắn,0,1,0,0,0,0,0,1,0
5552,hàng giao nhanh mới đặt hôm nhận đóng_gói cẩn_thận nguyên seal tự tay active check kiểu thứ ổn vấn_đề thông_báo,0,0,0,1,0,1,0,0,0
5553,máy ok dễ_dàng sử_dụng,0,0,0,0,0,0,0,0,1
5554,mua giá rẻ thị_trường bán cám_ơn,0,0,0,0,1,0,0,0,0
5555,25 ký_tự,0,0,0,0,0,0,0,0,0
5556,máy nguyên hộp siu biết đóng hay tóm_ nhận máy nguyên siu lilon máy nhìn bên ngoài mới trầy_xước nói_chung giá tiền đi kèm giá máy ok bản vna bản lla chẳng khác nhau bảo_hành tới 202 đk năm máy chính hãng apple giá tiền mua ở hàng tgdd fpt v v thể mua đk đắt mua rẻ máy chính hãng nói_chung tốt,0,0,0,0,0,0,0,0,0
5557,gh nhanh sp ổn trong tầm giá nói_chung tốt 5sao,0,0,0,0,0,0,0,0,0
5558,giao hàng nhanh hàng chính hãng nguyên siêu hiểu tại_sao kiểm_t kích_hoạt đúng ngày kích_hoạt gửi 4122020,0,1,0,1,0,1,0,0,0
5559,hàng rõ_ràng mở xong dán tem hộp giấy seal vỏ nilon hộp sách hướng_dẫn tờ giấy hình trong hộp sách hướng_dẫn vị_trí dưỡng đặt đồ ng lấy mất về máy_móc cơ_bản ổn t imei kích_hoạt tháng 8 ok ng nguyên seal tding nói nguyên seal làm thất_vọng đề_nghị kiểm_t,0,1,0,0,0,1,0,1,0
5560,pin lâu phù_hợp giá tiền,0,0,0,0,1,0,0,0,0
5561,máy dùng ok quay xem video 4k n_hình đẹp camera bình_thường loa ngoài to ấm đặc_biệt bắt sóng 4g mạnh dù ở trong chỗ che_khuất tôi dùng active3 sóng yếu n_hình lcd chẳng khác amolet bản 4g 2tr890,1,0,1,0,1,0,0,0,0
5562,chất_lượng tốt tầm giá,0,0,0,0,0,0,0,0,1
5563,hàng ngon hiệu_suất đòi_hỏi cao đc,0,0,1,0,0,0,0,0,0
5564,tai nghe bao điện_thoại mới,0,0,0,0,0,0,0,1,0
5565,đẹp xinh,0,1,0,0,0,0,0,0,0
5566,máy đẹp dung_lượng pin lớn,1,1,0,0,0,0,0,0,0
5567,đặt_hàng ngày cuối tuần 30 tiếng hàng nóng_hổi trong tay bộ_phận hỗ_trợ khách_hàng hỗ_trợ nhanh hiệu_quả thay_đổi địa_chỉ giao hàng kích_hoạt bảo_hành giải_quyết liền lun giá tốt nhất thị_trường con s9 5,0,0,0,1,1,0,1,0,0
5568,máy nguyên seal hàng chuẩn test máy chính hãng hài_lòng,0,1,0,0,0,1,0,0,0
5569,giá độ nghiêng cao sử_dụng,0,1,0,0,0,0,0,0,1
5570,giao hàng nhanh đặt tối hôm_nay chiều sớm hôm giao nguyên_xi 00 mới đẹp tuy_nhiên chọn u xám xám bạc u trắng xám nhạt kiểu pastel u phai chọn u đen đẹp 3 giá 4 990 000 4k giao hàng tất_ tính vô trả_góp hết sung_sướng ️ ️ ️bởi mới mua giá tốt máy_tính bảng tiệm coi u đen hay xám pastel đẹp 4 4h xài test vấn_đề chê âm_thanh ánh_sáng tuyệt_vời mua ốp 00k dán n_hình 60k vi_vu giải_trí tới sáng,1,1,0,1,1,1,0,0,0
5571,ok hàng chất_lượng chính hãng samsung,0,0,0,0,0,1,0,0,0
5572,bóc hộp nhìn đẹp biết xử dụng ntn 5,0,1,0,0,0,0,0,0,0
5573,máy đẹp nguyên seal giao hàng ở tỉnh cực nhanh 5 ngày shipper vui_vẻ lịch_sự hài_lòng,0,1,0,1,0,1,0,0,0
5574,nhận hàng nhanh tia chớp đặt 10h35 11h50 shipper gọi nhận hàng hàng check chuẩn đóng_gói seal đc giảm_giá thanh_toán ngon_lành luôn,0,1,0,1,1,0,0,0,0
5575,giao hàng nhanh đóng_gói gọn_gàng chống va_đập sản_phẩm 8th đúng mô_tả đủ phụ_kiện kèm,0,0,0,1,0,0,1,1,0
5576,êu ốp cường_lực đâu điện_thoại dùng o,0,0,0,0,0,0,0,1,0
5577,giao nhanh nhân_viên giao hàng nhiệt_tình giúp kiểm_tra máy hoàn_hảo cách_thức mua trả_góp dễ_dàng tiện_lợi,0,0,0,1,0,0,1,0,0
5578,hài_lòng mới kích_hoạt bảo_hành 14 ngày cảm_ơn trainding,0,0,0,0,0,0,0,0,1
5579,hàng tốt chất_lượng nguyên seal rõ lí_do viền camera răng_cưa hình trường_hợp đổi trả hàng,0,1,0,0,0,1,0,0,0
5580,sản_phẩm tốt dung mượt thank,0,0,0,0,0,0,0,0,0
5581,tốt trong tầm giá nhược_điểm tấm nền sắc nét lắm độ sáng kém ngoài sáng khó đọc kính cường_lực gorilla 3 trong tầm giá gorilla 5 came tốt pin đù xài ngày lướt web quay_phim chụp ảnh chơi game thiết_kế đẹp chống nước điểm cộng,1,1,0,0,1,0,0,0,0
5582,một trong máy tốt nhất trong tầm giá hiện_nay máy chụp hình đẹp biết cách chỉnh đẹp hơn_nữa,1,1,1,0,1,0,0,0,0
5583,điện_thoại nguyên seal phụ_kiện gồm cáp sạc ốp lưng tai nghe cây lấy sim sử_dụng tuần máy dùng ok màn_hình đẹp trong tầm giá t cảm_thấy hài_lòng về trải_nghiệm sử_dụng máy màn_hình full camera pop up máy trôi hạn bảo_hành liên_hệ giải_đáp rõ_ràng mặc_định tính bảo_hành ngày nhận máy thời_gian giao hàng nhanh đặt tối thứ 5 thứ 7 hàng,1,1,0,1,1,1,1,1,0
5584,mua dùng mẹ già xài ở nhà mẹ rõ màn_hình set up quay số nhanh gọi tiện,0,1,0,0,0,0,0,0,1
5585,mới nhận hôm_nay ưng_ý lắm,0,0,0,0,0,0,0,0,1
5586,giao hàng nhanh thời_hạn shipper vui_vẻ nhiệt_tình bán đồ ngon bổ rẻ chất_lượng đi_đôi đồng_tiền tuyệt vởi ông mặt_trời,0,0,0,1,1,0,0,0,0
5587,tôi mua nuty store đóng_gói bọc mút chống va_đập dù hàng chả gọi dễ vỡ tôi đánh_giá cao tính cẩn_thận về sản_phẩm tôi đọc vài review nói dễ lỏng cá_nhân tôi nghĩ _lẽ bạn đấy vặn chốt giữấn đinh_tán bên đối_diện vặn bao_nhiêu siết chặt gọi quay vui _ tôi vít hết cỡ chắc_chắn vững_vàng,0,0,0,0,0,0,1,1,1
5588,pin sụt nhanh một_chút thoảng mới dùng tác_vụ đọc văn_bản lướt web đơn_giản cỡ 3h sụt 30 ngoài_ra phàn_nàn màu_sắc đẹp máy mướt chụp hình đẹp lắm đủ dùng người c game chụp ảnh dùng đt thường_xuyên okie rổi à check emei máy chính hãng nha,1,1,1,0,0,1,0,0,0
5589,nhận sp tuy_nhiên kích_hoạt bảo_hành,0,0,0,0,0,0,0,0,1
5590,nhận hàng giao nhanh thiết_kế đẹp giá tốt chất_lượng kiểm_tra một thời_gian mới biết lắp_ráp phức_tạp video clip minh_hoạ chi_tiết clip https www youtube comwatch v ujvjmdblxfy hướng_dẫn nhanh thiếu chi_tiết,0,1,0,1,0,0,0,0,0
5591,cơ_cấu hít kém bù keo bẩn hok lớp film che gắn xe dù kính hay_ taplo,0,0,0,0,0,0,0,0,1
5592,bán hàng ngon giá tốt,0,0,0,0,1,0,0,0,0
5593,màu ánh_kim loại trong trong hình sản_phẩm tốt hợp giá tiền,0,1,0,0,1,0,0,0,0
5594,màn_hình amoled ám vàng pin dùng tạm thôi trâu lắm sóng_sánh nghe gọi tốt máy 120hz m tươi vuốt mượt màu tím ảo xem hình màu tím thực_tế màu hường cánh_sen,1,1,1,0,0,0,0,0,0
5595,giao hàng nhanh nguyên tem nhà_sản_xuất chất_lượng biết,0,0,0,1,0,1,0,0,0
5596,mọi thứ ok ngoại_trừ máy kích_hoạt 318 tức_là 5 tháng,0,0,0,0,0,0,0,0,1
5597,lịch hôm giao hàng chờ sáng tới giờ bở bao thời_gian shiper gọi tii làm_ăn ngày cáng chán chắc bỏ dung_dịch vụ tii,0,0,0,1,0,0,1,0,0
5598,sản_phẩm nguyên seal tự tay active bảo_hành màu xanh đẹp giao hàng nhanh trong 2h giá tốt mong ngày_càng phát_triển,0,1,0,1,1,1,0,0,0
5599,chất_lượng đỉnh_cao mượt_mà pin xài đủ một ngày cải_thiện,1,0,1,0,0,0,0,0,0
5600,giao hàng sớm dự_định sản_phẩm đúng tiêu_chuẩn,0,0,0,1,0,0,0,0,0
5601,hài_lòng túi_tiền hàng xước đầy_đủ phụ_kiện,0,1,0,0,1,0,0,1,0
5602,nhận máy nguyên đai nguyên kiện đầu_tiên đc khui tem máy chạy mượt to nặng_tay nói_chung đúng chất gaming có_điều hiểu hao pin tụt nhanh giao hàng lâu bằng chờ lâu vui,1,1,1,1,0,1,0,1,0
5603,đóng_gói sp cẩn_thận giao hàng đúng hẹn cực hài_lòng chất_lượng điện_thoại vsmart bao_giờ thất_vọng mua hàng tuy_nhiên hài_lòng sp tự_ý kích_hoạt bảo_hành ngày mua nhận sp bh 2952020 trong ngày 2462020 mới đặt_hàng,0,0,1,1,0,1,1,0,0
5604,mở hộp ốp lưng,0,0,0,0,0,0,0,1,0
5605,đt khoẻ mượt nặng đặc_biệt pin siêu trâu trâu con 6000mah galaxy m31,1,0,1,0,0,0,0,0,0
5606,đóng_gói cẩn_thận,0,0,0,1,0,0,0,0,0
5607,giao hàng nhanh hộp điện_thoại nguyên xem hàng xem hộp tem niêm_phong điện_thoại tốt trong tầm giá săn mã giảm 500 ưng mua dành mẹ cấu_hình đủ dùng tuy_nhiên dán tem mã sản_phẩm điện_thoại ốp lưng bóc hết tẩy hó bẩn chút,1,1,0,1,0,0,0,0,0
5608,thiết_kế đẹp chắc_chắn khớp xoay cứng nó giúp cố_định thanh nâng sợ rớt hài_lòng sản_phẩm,0,1,0,0,0,0,0,0,0
5609,khổng chê tuyệt_vời mua lăng tăng mua ưng luôn,0,0,0,0,0,0,0,0,0
5610,mua xong hiểu tiềng micro điện_thoại gọi messenger hoặc zalo nghe to rõ kiểu bịt micro tiếng môi_trường xung_quanh rõ_ràng chờ_đợi tuần thất_vọng nhờ hỗ_trợ thủ_tục đổi trả xem _thế_nào,1,0,1,0,0,0,1,0,0
5611,sản_phẩm ok trong tầm giá bàn_giao hàng ở đà_nẵng trong 4 ngày nhân_viên giao hàng thân_thiện,0,0,0,1,1,0,0,0,0
5612,hàng tốt đúng đơn đặt_hàng tuy_nhiên đóng_gói sơ_sài shipper ẩu_tả t_cứu mã vận_đơn giao ảnh chụp người khác người_nhà hoang_mang tột_độ về hỏi giao người_nhà gọi điện hay yêu_cầu ký_tên đồ giá_trị giao như_vậy hồi_hộp,0,0,0,1,0,0,1,0,0
5613,mới dùng đc tuần ban_đầu mượt về thỉnh_thoảng giật lag mặc_dù dùng tác_vụ bình_thường c game nặng nghe gọi ém chế_độ rung yếu hi đi đường thường_xuyên nhỡ cuộc_gọi,0,0,1,0,0,0,0,0,0
5614,sử_dụng thưng mẫu_mã đẹp dịch_vụ hậu_mãi sau_này biêt thế_nào,0,1,0,0,0,0,0,0,0
5615,hàng giao nhanh ngày cam_kết dùng ipad 0 5 inch chắc_chắn sử_dụng,0,0,0,1,0,0,0,0,0
5616,good hàng chính hãng thanks,0,0,0,0,0,1,0,0,0
5617,màn_hình chơi i game ăn lắm cam khởi_động chậm lưu hình lâu,1,0,0,0,0,0,0,0,0
5618,nhân_viên tổng_đài hỗ_trợ giải_đáp thắc_mắc về hoá_đơn kém rõ_ràng thấu_hiểu khách_hàng lòng_vòng,0,0,0,0,0,0,1,0,1
5619,bao_giờ làm thất_vọng hàng giao bình_thường lâu mọi thứ ổn chính hãng vna bảo_hành đúng 29112021 vote hẳn 5,0,0,0,1,0,1,0,0,0
